id_aluno,ano,defasagem,inde,ida,ieg,iaa_val,iaa_recusa,ips,ipp,ipv,fase,idade,tempo_vinculo,d_inde,d_ieg,d_ida,d_ipv,genero,tipo_instituicao,alvo_defasagem_t1
144,2022,0.0,8.181,7.9,9.3,7.5,0.0,5.0,8.325999999999985,8.292,4.0,14.0,5,,,,,Fem,Privada,False
145,2022,-2.0,5.846,5.2,6.3,,1.0,8.1,7.859999999999996,7.25,4.0,16.0,5,,,,,Masc,Pública,True
146,2022,-1.0,7.947,7.9,9.2,8.3,0.0,7.5,8.053999999999997,8.208,4.0,15.0,0,,,,,Fem,Pública,True
146,2023,-1.0,7.584483333,7.9,9.5,6.2,0.0,5.0,8.4375,8.2125,5.0,16.0,1,-0.3625166670000004,0.3000000000000007,0.0,0.0045000000000001705,Fem,Pública,True
147,2022,0.0,7.541,6.1,7.7,8.3,0.0,7.5,7.510000000000003,7.25,4.0,14.0,0,,,,,Fem,Pública,True
147,2023,-1.0,5.5425,4.5,7.0,,1.0,5.63,6.875,7.46,4.0,15.0,1,-1.9985,-0.7000000000000002,-1.5999999999999996,0.20999999999999996,Fem,Pública,True
149,2022,-1.0,6.323,5.0,6.5,9.2,0.0,7.5,6.280000000000001,6.125,4.0,15.0,0,,,,,Fem,Pública,True
149,2023,-2.0,5.622266667,4.7,4.2,8.8,0.0,2.52,7.5,7.2925,4.0,16.0,1,-0.7007333330000005,-2.3,-0.2999999999999998,1.1675000000000004,Fem,Pública,True
151,2022,-2.0,7.563,8.3,7.5,8.8,0.0,6.9,7.413999999999996,7.958,4.0,16.0,2,,,,,Fem,Pública,True
152,2022,-2.0,6.712,6.5,7.0,8.3,0.0,7.5,6.735999999999995,6.292,4.0,16.0,0,,,,,Fem,Pública,True
152,2023,-2.0,6.30695,4.5,7.7,7.9,0.0,2.52,7.8125,7.71,4.0,17.0,1,-0.40505000000000013,0.7000000000000002,-2.0,1.4180000000000001,Fem,Pública,True
153,2022,0.0,7.535,6.6,8.2,7.9,0.0,5.0,7.434000000000003,7.708,4.0,14.0,4,,,,,Fem,Privada,False
153,2023,0.0,7.289966667,6.4,7.4,9.2,0.0,2.52,8.125,7.71,5.0,15.0,5,-0.2450333330000003,-0.7999999999999989,-0.1999999999999993,0.0019999999999997797,Fem,Privada,False
155,2022,-2.0,7.051,5.2,8.3,10.0,0.0,7.5,7.343999999999999,6.833,4.0,16.0,0,,,,,Masc,Pública,True
155,2023,-2.0,6.318991667,4.4,8.1,7.9,0.0,5.0,7.03125,6.5875,5.0,17.0,1,-0.7320083330000005,-0.20000000000000107,-0.7999999999999998,-0.24549999999999983,Masc,Pública,False
157,2022,1.0,8.317,7.7,10.0,7.5,0.0,6.3,7.385999999999999,8.292,4.0,12.0,4,,,,,Fem,Privada,False
157,2023,2.0,7.879008333,6.8,9.9,7.1,0.0,2.52,8.59375,8.63,5.0,13.0,5,-0.43799166700000036,-0.09999999999999964,-0.9000000000000004,0.33800000000000097,Fem,Privada,False
158,2022,-3.0,7.302,6.6,9.8,7.9,0.0,5.6,7.969999999999997,8.125,4.0,17.0,5,,,,,Fem,Privada,False
158,2023,1.0,7.297425,6.0,9.0,7.1,0.0,2.52,8.28125,7.545,5.0,14.0,6,-0.004574999999999996,-0.8000000000000007,-0.5999999999999996,-0.5800000000000001,Fem,Privada,False
159,2022,-1.0,6.49,4.7,8.1,8.3,0.0,5.6,7.484000000000002,6.458,4.0,15.0,1,,,,,Fem,Pública,True
160,2022,-1.0,6.746,5.3,7.2,7.5,0.0,5.6,7.860000000000005,8.25,4.0,15.0,1,,,,,Fem,Pública,True
160,2023,-1.0,6.598266667,5.0,8.3,8.8,0.0,2.52,8.125,7.46,5.0,16.0,2,-0.14773333300000058,1.1000000000000005,-0.2999999999999998,-0.79,Fem,Privada,True
161,2022,2.0,7.957,6.9,9.1,7.9,0.0,5.6,7.904,8.083,4.0,11.0,4,,,,,Fem,Privada,False
161,2023,1.0,6.250166667,5.8,7.3,,1.0,2.52,8.125,7.795,5.0,14.0,5,-1.7068333329999996,-1.7999999999999998,-1.1000000000000005,-0.28800000000000026,Fem,Privada,False
164,2022,-2.0,6.776,6.5,7.3,8.3,0.0,5.6,6.844000000000001,7.208,4.0,16.0,4,,,,,Masc,Pública,True
164,2023,-1.0,5.638666667,5.8,8.2,,1.0,2.52,6.875,6.9625,5.0,17.0,5,-1.137333333,0.8999999999999995,-0.7000000000000002,-0.24549999999999983,Masc,Privada,True
165,2022,0.0,8.063,7.6,9.8,7.1,0.0,5.6,8.130000000000006,7.5,4.0,14.0,5,,,,,Fem,Privada,False
165,2023,0.0,7.583433333,7.3,9.2,6.7,0.0,2.52,8.125,7.795,5.0,15.0,6,-0.4795666670000003,-0.6000000000000014,-0.2999999999999998,0.29499999999999993,Fem,Privada,False
166,2022,0.0,8.253,8.1,9.0,9.2,0.0,6.3,7.746000000000004,7.542,4.0,14.0,2,,,,,Masc,Pública,False
166,2023,0.0,8.105583333,8.1,8.9,7.5,0.0,6.26,8.4375,7.4625,5.0,15.0,3,-0.1474166669999999,-0.09999999999999964,0.0,-0.07949999999999946,Masc,Privada,False
167,2022,-2.0,7.798,7.9,9.7,9.2,0.0,5.6,7.314000000000007,7.833,4.0,16.0,4,,,,,Fem,Privada,True
167,2023,-2.0,7.806141667,7.9,9.9,8.8,0.0,5.0,7.96875,7.8375,5.0,17.0,5,0.008141667000000297,0.20000000000000107,0.0,0.0045000000000001705,Fem,Privada,True
168,2022,-1.0,6.917,5.9,8.3,7.9,0.0,6.3,7.403999999999993,7.083,4.0,15.0,4,,,,,Fem,Privada,False
17,2022,-1.0,8.068,7.8,10.0,8.8,0.0,7.5,7.195999999999989,8.292,7.0,20.0,0,,,,,Masc,Pública,False
170,2022,0.0,7.007,4.9,9.2,8.3,0.0,5.6,6.385999999999994,5.792,4.0,14.0,4,,,,,Fem,Privada,True
170,2023,-2.0,7.062433333,7.2,8.9,8.8,0.0,2.52,6.875,7.6725,3.0,15.0,5,0.05543333300000075,-0.29999999999999893,2.3,1.8805000000000005,Fem,Privada,True
171,2022,-2.0,6.581,5.5,6.8,7.5,0.0,7.5,7.460000000000004,6.875,4.0,16.0,0,,,,,Masc,Pública,True
171,2023,-2.0,6.293083333,5.2,7.2,7.5,0.0,5.0,7.1875,6.755,5.0,17.0,1,-0.2879166670000002,0.40000000000000036,-0.2999999999999998,-0.1200000000000001,Masc,Pública,True
172,2022,0.0,8.673,7.3,8.9,9.2,0.0,9.4,7.895999999999992,8.917,4.0,14.0,4,,,,,Fem,Privada,False
173,2022,-3.0,7.816,7.9,9.2,8.3,0.0,6.9,7.759999999999989,9.25,4.0,17.0,3,,,,,Masc,Privada,True
173,2023,-2.0,7.757466667,8.1,8.5,9.2,0.0,6.26,8.125,7.8775,5.0,18.0,4,-0.05853333299999974,-0.6999999999999993,0.1999999999999993,-1.3724999999999996,Masc,Privada,False
174,2022,-1.0,6.075,4.4,6.2,7.9,0.0,7.5,7.065999999999999,6.042,4.0,15.0,3,,,,,Fem,Pública,True
175,2022,-1.0,6.75,5.9,9.2,8.3,0.0,5.6,6.734000000000009,5.833,4.0,15.0,4,,,,,Fem,Privada,True
175,2023,-1.0,6.569516667,4.8,9.2,8.8,0.0,2.52,7.1875,7.085,5.0,16.0,5,-0.18048333299999975,0.0,-1.1000000000000005,1.2519999999999998,Fem,Privada,True
176,2022,0.0,8.427,6.9,9.1,9.6,0.0,5.6,8.903999999999996,9.083,3.0,13.0,4,,,,,Fem,Privada,False
176,2023,0.0,8.316833333,8.0,9.5,9.6,0.0,2.52,8.125,9.0025,4.0,14.0,5,-0.11016666699999966,0.40000000000000036,1.0999999999999996,-0.08050000000000068,Fem,Privada,False
178,2022,0.0,7.025,6.3,8.8,,1.0,4.4,8.734000000000002,8.458,3.0,13.0,6,,,,,Fem,Privada,False
178,2023,0.0,7.406658333,5.9,8.7,7.9,0.0,2.52,7.65625,8.42,4.0,14.0,7,0.38165833299999985,-0.10000000000000142,-0.39999999999999947,-0.038000000000000256,Fem,Privada,False
179,2022,0.0,7.993,6.1,9.2,7.5,0.0,7.5,8.246000000000002,8.042,3.0,12.0,0,,,,,Masc,Pública,False
179,2023,0.0,8.437641667,6.4,9.4,8.8,0.0,7.52,8.59375,8.9225,3.0,13.0,1,0.4446416669999991,0.20000000000000107,0.3000000000000007,0.8804999999999996,Masc,Pública,False
180,2022,0.0,8.442,8.1,8.3,9.2,0.0,6.3,8.870000000000005,8.625,3.0,12.0,4,,,,,Masc,Privada,False
180,2023,1.0,8.283216667,8.0,9.4,9.2,0.0,2.52,8.4375,8.92,4.0,13.0,5,-0.15878333300000058,1.0999999999999996,-0.09999999999999964,0.29499999999999993,Masc,Privada,False
181,2022,0.0,8.623,6.8,9.5,9.2,0.0,8.8,8.713999999999986,8.458,3.0,13.0,3,,,,,Fem,Privada,False
181,2023,0.0,7.671208333,6.8,8.3,9.6,0.0,2.52,7.96875,8.2525,4.0,14.0,4,-0.9517916669999993,-1.1999999999999993,0.0,-0.20550000000000068,Fem,Privada,False
183,2022,0.0,7.3,3.8,8.8,8.3,0.0,7.5,7.499999999999991,7.25,3.0,13.0,0,,,,,Fem,Pública,True
183,2023,-1.0,7.586241667,7.7,9.7,7.9,0.0,2.52,7.96875,8.795,3.0,14.0,1,0.28624166700000053,0.8999999999999986,3.9000000000000004,1.545,Fem,Pública,False
184,2022,-3.0,7.28,7.2,7.7,8.8,0.0,7.5,8.199999999999994,8.0,3.0,16.0,3,,,,,Masc,Pública,False
184,2023,1.0,8.430241667,7.1,9.5,7.9,0.0,7.52,8.59375,8.5025,4.0,13.0,4,1.1502416670000004,1.7999999999999998,-0.10000000000000053,0.5024999999999995,Masc,Pública,False
186,2022,0.0,7.832,6.6,8.5,8.3,0.0,7.5,7.319999999999993,7.5,3.0,13.0,3,,,,,Fem,Pública,False
186,2023,0.0,7.817541667,6.9,9.7,7.5,0.0,2.52,7.96875,8.46,4.0,14.0,4,-0.014458332999999435,1.1999999999999993,0.3000000000000007,0.9600000000000009,Fem,Privada,False
187,2022,0.0,7.928,5.8,8.9,8.8,0.0,7.5,7.745999999999995,7.917,3.0,12.0,3,,,,,Fem,Privada,False
187,2023,0.0,7.809875,6.9,9.9,7.5,0.0,2.52,7.96875,8.255,3.0,13.0,4,-0.11812500000000004,1.0,1.1000000000000005,0.33800000000000097,Fem,Privada,False
189,2022,-1.0,7.629,7.2,9.7,10.0,0.0,5.0,7.823999999999991,7.333,3.0,14.0,4,,,,,Masc,Privada,False
189,2023,0.0,7.727325,6.5,9.4,7.9,0.0,2.52,8.28125,8.3775,4.0,15.0,5,0.09832500000000088,-0.29999999999999893,-0.7000000000000002,1.0444999999999993,Masc,Privada,False
19,2022,-1.0,7.665,8.0,9.5,7.9,0.0,7.5,7.2499999999999964,7.0,7.0,19.0,0,,,,,Fem,Pública,True
19,2023,-1.0,7.710866667,7.8,9.4,7.9,0.0,5.63,7.75,8.1725,7.0,20.0,1,0.045866667000000305,-0.09999999999999964,-0.20000000000000018,1.1724999999999994,Fem,,False
190,2022,0.0,7.335,6.3,6.9,6.7,0.0,8.8,6.950000000000003,7.25,3.0,13.0,0,,,,,Fem,Pública,True
191,2022,0.0,8.74,7.2,9.4,10.0,0.0,8.8,8.399999999999999,8.5,3.0,13.0,3,,,,,Masc,Privada,False
191,2023,0.0,7.263666667,7.8,9.7,,1.0,2.52,8.125,8.4625,4.0,14.0,4,-1.4763333330000004,0.29999999999999893,0.5999999999999996,-0.037499999999999645,Masc,Privada,False
192,2022,-2.0,4.932,2.7,3.6,8.8,0.0,7.5,6.003999999999996,4.708,3.0,15.0,1,,,,,Masc,Pública,True
192,2023,-2.0,6.616016667,6.5,6.2,8.8,0.0,5.0,7.1875,7.3775,4.0,16.0,2,1.6840166669999999,2.6,3.8,2.6695,Masc,Privada,True
193,2022,0.0,8.155,6.7,8.9,9.2,0.0,5.6,8.549999999999995,8.5,3.0,12.0,6,,,,,Masc,Privada,False
193,2023,1.0,7.718566667,6.5,9.4,8.3,0.0,2.52,8.125,8.17,4.0,13.0,7,-0.4364333329999992,0.5,-0.20000000000000018,-0.33000000000000007,Masc,Privada,False
195,2022,0.0,8.017,6.3,9.2,8.8,0.0,5.0,8.869999999999996,8.25,3.0,13.0,5,,,,,Fem,Privada,False
195,2023,0.0,7.60205,6.0,9.2,7.1,0.0,2.52,8.4375,8.79,4.0,14.0,6,-0.41494999999999926,0.0,-0.2999999999999998,0.5399999999999991,Fem,Privada,False
196,2022,0.0,8.124,5.1,9.1,9.2,0.0,7.5,8.890000000000011,8.625,3.0,12.0,4,,,,,Masc,Privada,False
196,2023,1.0,7.560991667,6.2,9.0,7.9,0.0,2.52,8.28125,8.2125,4.0,13.0,5,-0.5630083330000009,-0.09999999999999964,1.1000000000000005,-0.41249999999999964,Masc,Privada,False
197,2022,0.0,8.218,7.3,9.7,8.8,0.0,4.4,8.39599999999999,8.292,3.0,13.0,1,,,,,Fem,Privada,False
197,2023,1.0,7.967608333,7.2,9.8,8.3,0.0,2.52,7.96875,8.46,4.0,14.0,2,-0.2503916669999997,0.10000000000000142,-0.09999999999999964,0.16800000000000104,Fem,Privada,False
199,2022,0.0,7.564,7.5,7.1,8.3,0.0,7.5,7.724000000000002,6.458,3.0,13.0,0,,,,,Masc,Pública,True
199,2023,-1.0,7.892341667,8.5,7.6,9.2,0.0,7.51,7.96875,8.505,3.0,14.0,1,0.3283416670000001,0.5,1.0,2.0470000000000006,Masc,Privada,True
2,2022,0.0,7.055,6.8,5.2,8.8,0.0,6.3,7.893999999999997,6.778,7.0,17.0,5,,,,,Fem,Privada,False
200,2022,-2.0,5.705,5.5,5.6,7.9,0.0,4.4,7.716000000000003,4.917,3.0,15.0,4,,,,,Masc,Privada,True
202,2022,-1.0,5.201,5.4,5.2,,1.0,4.4,7.575999999999992,6.917,3.0,14.0,5,,,,,Fem,Pública,True
202,2023,-1.0,6.791641667,5.9,7.9,8.8,0.0,2.52,7.96875,8.005,4.0,15.0,6,1.5906416670000008,2.7,0.5,1.088000000000001,Fem,Pública,True
204,2022,0.0,6.943,7.4,6.7,7.9,0.0,4.4,7.513999999999985,5.708,3.0,13.0,3,,,,,Fem,Pública,False
204,2023,0.0,7.557558333,7.1,7.9,8.8,0.0,2.52,8.28125,8.045,4.0,14.0,4,0.6145583330000006,1.2000000000000002,-0.3000000000000007,2.3369999999999997,Fem,Pública,False
205,2022,-1.0,5.372,4.1,3.8,9.6,0.0,7.5,6.153999999999993,4.833,3.0,14.0,2,,,,,Masc,Pública,True
21,2022,-1.0,6.945,3.8,9.2,9.6,0.0,7.5,6.850000000000005,7.25,7.0,18.0,0,,,,,Masc,Pública,False
211,2022,0.0,8.465,7.6,8.8,9.2,0.0,7.5,8.233999999999995,8.458,3.0,13.0,1,,,,,Masc,Pública,False
211,2023,0.0,8.024791667,7.1,9.4,9.6,0.0,2.52,7.65625,8.71,4.0,14.0,2,-0.4402083329999993,0.5999999999999996,-0.5,0.25200000000000067,Masc,Privada,False
215,2022,0.0,7.172,7.8,5.8,6.7,0.0,7.5,7.236000000000002,6.542,3.0,13.0,1,,,,,Fem,Pública,False
215,2023,0.0,7.166475,6.9,6.6,8.8,0.0,2.52,7.96875,7.7125,4.0,14.0,2,-0.005524999999999558,0.7999999999999998,-0.8999999999999995,1.1705000000000005,Fem,Pública,False
217,2022,-2.0,7.397,7.1,8.5,7.9,0.0,7.5,7.786,7.292,3.0,15.0,1,,,,,Fem,Pública,True
217,2023,-1.0,6.96965,5.6,8.6,8.3,0.0,2.52,8.4375,8.5025,4.0,16.0,2,-0.42735000000000056,0.09999999999999964,-1.5,1.2104999999999997,Fem,Pública,True
218,2022,-1.0,6.1,4.0,7.3,6.3,0.0,7.5,7.349999999999994,6.125,3.0,14.0,0,,,,,Fem,Pública,True
220,2022,0.0,7.028,6.5,8.1,,1.0,7.5,7.913999999999994,7.833,3.0,13.0,0,,,,,Fem,Pública,False
220,2023,0.0,7.102016667,6.1,7.6,8.8,0.0,2.52,7.1875,7.5475,4.0,14.0,1,0.07401666700000042,-0.5,-0.40000000000000036,-0.28549999999999986,Fem,Pública,False
221,2022,-1.0,6.892,5.2,8.5,9.6,0.0,7.5,7.42,6.0,3.0,14.0,0,,,,,Masc,Pública,True
223,2022,0.0,4.966,3.1,4.6,,1.0,7.5,5.594000000000001,5.583,3.0,13.0,0,,,,,Fem,Pública,True
227,2022,0.0,6.471,3.3,6.4,9.2,0.0,7.5,6.943999999999999,5.833,3.0,12.0,0,,,,,Masc,Pública,False
227,2023,0.0,7.722125,6.9,7.5,9.6,0.0,5.63,8.28125,7.4625,3.0,13.0,1,1.251125,1.0999999999999996,3.6000000000000005,1.6295000000000002,Masc,Pública,False
229,2022,0.0,8.62,6.9,9.4,10.0,0.0,7.5,9.099999999999993,8.5,3.0,12.0,0,,,,,Masc,Pública,False
229,2023,1.0,8.207591667,7.8,9.8,9.2,0.0,2.52,8.28125,8.42,4.0,13.0,1,-0.41240833299999835,0.40000000000000036,0.8999999999999995,-0.08000000000000007,Masc,Privada,False
23,2022,-1.0,7.677,6.7,8.2,8.3,0.0,8.1,8.457999999999988,8.556,6.0,17.0,1,,,,,Masc,Pública,False
234,2022,0.0,6.719,4.3,7.6,10.0,0.0,5.6,6.624000000000008,5.583,3.0,13.0,0,,,,,Masc,Pública,False
236,2022,0.0,7.11,3.7,7.5,9.6,0.0,7.5,7.183999999999999,7.208,3.0,12.0,0,,,,,Fem,Pública,False
236,2023,0.0,7.337116667,4.5,7.5,10.0,0.0,7.52,7.1875,7.2975,3.0,13.0,1,0.22711666699999977,0.0,0.7999999999999998,0.08950000000000014,Fem,Pública,False
237,2022,-1.0,8.084,7.8,9.0,10.0,0.0,7.5,7.905999999999995,8.417,3.0,14.0,0,,,,,Fem,Pública,True
237,2023,-1.0,7.436566667,6.7,9.5,8.3,0.0,2.52,8.125,8.96,4.0,15.0,1,-0.6474333329999995,0.5,-1.0999999999999996,0.543000000000001,Fem,Privada,True
239,2022,-2.0,4.572,3.7,3.7,,1.0,7.5,6.503999999999994,5.958,3.0,15.0,1,,,,,Fem,Pública,True
239,2023,-2.0,6.411333333,7.0,8.4,,1.0,5.0,8.125,7.6275,4.0,16.0,2,1.839333333,4.7,3.3,1.6695000000000002,Fem,Pública,True
240,2022,0.0,6.943,4.7,8.1,7.1,0.0,5.0,7.645999999999997,7.042,3.0,13.0,5,,,,,Fem,Privada,False
241,2022,-1.0,8.468,7.7,10.0,10.0,0.0,7.5,8.529999999999998,9.125,3.0,14.0,6,,,,,Masc,Privada,True
241,2023,-1.0,7.016,7.5,9.9,,1.0,2.52,8.75,9.545,4.0,15.0,7,-1.452,-0.09999999999999964,-0.20000000000000018,0.41999999999999993,Masc,Privada,False
242,2022,0.0,8.673,8.2,9.7,9.6,0.0,5.6,8.314000000000004,8.708,3.0,13.0,4,,,,,Masc,Privada,False
242,2023,0.0,8.221841667,7.9,9.7,7.1,0.0,2.52,8.59375,9.3775,4.0,14.0,5,-0.4511583330000004,0.0,-0.29999999999999893,0.6694999999999993,Masc,Privada,False
244,2022,0.0,8.51,7.8,9.4,7.5,0.0,6.3,8.483999999999998,9.208,3.0,12.0,4,,,,,Fem,Privada,False
244,2023,1.0,7.044333333,7.3,8.8,,1.0,2.52,8.125,8.8325,4.0,13.0,5,-1.4656666669999998,-0.5999999999999996,-0.5,-0.3755000000000006,Fem,Privada,False
245,2022,-1.0,8.656,8.4,9.9,10.0,0.0,7.5,8.960000000000008,9.25,3.0,14.0,6,,,,,Masc,Privada,True
245,2023,-1.0,7.171166667,8.1,10.0,,1.0,2.52,8.75,9.5875,4.0,15.0,7,-1.484833333000001,0.09999999999999964,-0.3000000000000007,0.33750000000000036,Masc,Privada,False
246,2022,0.0,8.639,7.6,9.4,8.3,0.0,7.5,8.255999999999988,9.167,3.0,13.0,0,,,,,Masc,Pública,False
246,2023,0.0,8.256766667,6.8,9.9,8.8,0.0,4.39,8.125,8.9175,4.0,14.0,1,-0.3822333329999985,0.5,-0.7999999999999998,-0.2494999999999994,Masc,Privada,False
247,2022,0.0,7.72,5.8,8.2,8.3,0.0,7.5,7.649999999999997,7.875,3.0,13.0,1,,,,,Fem,Pública,False
247,2023,0.0,7.221958333,7.2,8.5,,1.0,7.52,8.28125,7.5425,3.0,14.0,2,-0.49804166699999985,0.3000000000000007,1.4000000000000004,-0.3324999999999996,Fem,Pública,False
249,2022,-1.0,5.097,2.9,7.4,6.7,0.0,5.0,5.086000000000004,4.292,3.0,14.0,5,,,,,Masc,Pública,True
249,2023,-2.0,5.444625,4.9,8.2,,1.0,5.0,5.15625,6.545,3.0,15.0,6,0.34762499999999985,0.7999999999999989,2.0000000000000004,2.253,Masc,Pública,True
25,2022,-1.0,7.979,6.9,8.3,8.3,0.0,8.8,7.956000000000003,9.667,6.0,17.0,1,,,,,Fem,Pública,False
250,2022,0.0,7.958,6.6,8.6,8.3,0.0,7.5,8.129999999999997,7.625,3.0,12.0,0,,,,,Fem,Pública,False
250,2023,0.0,7.598208333,8.3,9.3,,1.0,5.63,7.96875,8.625,3.0,13.0,1,-0.35979166700000054,0.7000000000000011,1.700000000000001,1.0,Fem,Pública,False
251,2022,-2.0,7.022,6.3,8.1,10.0,0.0,5.6,7.570000000000006,6.625,3.0,15.0,4,,,,,Masc,Pública,True
251,2023,-1.0,6.665208333,5.3,8.0,9.6,0.0,2.52,7.34375,7.835,4.0,16.0,5,-0.3567916670000004,-0.09999999999999964,-1.0,1.21,Masc,Pública,True
254,2022,-1.0,6.715,5.3,7.4,10.0,0.0,5.6,7.316000000000002,6.917,3.0,14.0,3,,,,,Masc,Pública,True
26,2022,-1.0,8.677,8.0,8.8,9.6,0.0,10.0,8.569999999999993,10.0,6.0,17.0,0,,,,,Masc,Pública,True
260,2022,0.0,7.44,5.0,8.2,10.0,0.0,7.5,7.584000000000008,6.458,3.0,13.0,3,,,,,Fem,Pública,False
260,2023,0.0,8.080008333,6.1,9.9,9.2,0.0,7.52,7.34375,7.4175,3.0,14.0,4,0.6400083329999999,1.700000000000001,1.0999999999999996,0.9595000000000002,Fem,Pública,False
262,2022,-2.0,4.786,3.4,5.8,,1.0,5.6,7.609999999999992,5.625,3.0,15.0,1,,,,,Masc,Pública,True
262,2023,-2.0,4.406458333,3.8,3.7,,1.0,5.0,7.03125,6.05,4.0,16.0,2,-0.3795416669999998,-2.0999999999999996,0.3999999999999999,0.4249999999999998,Masc,Privada,True
265,2022,0.0,7.926,6.9,7.7,8.3,0.0,7.5,8.426,7.917,3.0,13.0,3,,,,,Masc,Pública,False
267,2022,-2.0,6.012,3.3,7.4,10.0,0.0,5.0,6.13599999999999,6.292,3.0,15.0,6,,,,,Fem,Pública,True
269,2022,0.0,8.231,8.9,8.6,9.2,0.0,6.3,7.309999999999999,7.25,3.0,13.0,0,,,,,Masc,Pública,False
269,2023,0.0,8.116041667,7.4,9.0,9.6,0.0,2.52,8.59375,8.7975,4.0,14.0,1,-0.11495833300000058,0.40000000000000036,-1.5,1.5474999999999994,Masc,Pública,False
27,2022,-1.0,7.124,8.0,7.6,,1.0,8.1,8.717999999999995,9.111,6.0,17.0,6,,,,,Masc,Privada,False
27,2023,0.0,7.921266667,6.9,7.7,6.7,0.0,6.89,8.625,8.8825,7.0,17.0,7,0.7972666670000006,0.10000000000000053,-1.0999999999999996,-0.22850000000000037,Masc,Privada,False
270,2022,0.0,8.226,7.9,8.4,8.3,0.0,6.9,8.210000000000006,8.125,3.0,13.0,3,,,,,Fem,Privada,False
270,2023,0.0,7.982633333,6.6,9.0,9.2,0.0,2.52,8.75,9.1275,4.0,14.0,4,-0.24336666700000098,0.5999999999999996,-1.3000000000000007,1.0024999999999995,Fem,Privada,False
271,2022,-2.0,7.255,7.1,8.5,9.2,0.0,5.6,7.633999999999999,6.958,3.0,15.0,0,,,,,Fem,Pública,True
271,2023,-2.0,6.140333333,5.9,9.3,,1.0,2.52,8.125,7.7125,4.0,16.0,1,-1.1146666669999998,0.8000000000000007,-1.1999999999999993,0.7545000000000002,Fem,Pública,True
273,2022,-1.0,5.679,3.0,5.3,9.2,0.0,7.5,6.824000000000003,5.833,3.0,14.0,4,,,,,Fem,Pública,True
273,2023,-1.0,6.337116667,5.0,7.4,7.9,0.0,2.52,7.8125,7.6275,3.0,15.0,5,0.6581166669999998,2.1000000000000005,2.0,1.7945000000000002,Fem,Pública,True
274,2022,1.0,7.946,8.1,8.3,7.9,0.0,7.5,7.259999999999991,7.0,3.0,11.0,3,,,,,Fem,Privada,False
274,2023,1.0,8.137625,7.5,9.5,7.5,0.0,5.63,7.65625,8.295,4.0,12.0,4,0.19162500000000016,1.1999999999999993,-0.5999999999999996,1.295,Fem,Privada,False
276,2022,-1.0,5.527,4.3,5.7,7.1,0.0,5.6,7.320000000000002,5.125,3.0,14.0,5,,,,,Fem,Pública,False
277,2022,-1.0,7.411,7.4,8.8,7.1,0.0,7.5,7.693999999999992,7.208,3.0,14.0,1,,,,,Masc,Pública,True
277,2023,-1.0,7.7284,5.5,9.9,8.3,0.0,7.52,8.125,8.7525,4.0,15.0,2,0.3174000000000001,1.0999999999999996,-1.9000000000000004,1.5444999999999993,Masc,Pública,False
278,2022,0.0,7.741,6.0,9.2,8.8,0.0,5.6,7.775999999999996,7.417,3.0,12.0,4,,,,,Masc,Privada,False
278,2023,1.0,7.1935,5.6,9.8,,1.0,5.63,8.75,8.3775,4.0,13.0,5,-0.5474999999999994,0.6000000000000014,-0.40000000000000036,0.9604999999999997,Masc,Pública,False
279,2022,0.0,8.815,9.1,9.9,9.2,0.0,6.3,8.233999999999986,8.208,3.0,13.0,3,,,,,Masc,Privada,False
279,2023,0.0,9.006266667,8.9,10.0,8.8,0.0,6.27,8.75,9.2125,4.0,14.0,4,0.19126666700000072,0.09999999999999964,-0.1999999999999993,1.0045000000000002,Masc,Pública,False
280,2022,0.0,8.046,7.1,9.2,7.5,0.0,7.5,8.193999999999999,7.333,3.0,13.0,1,,,,,Fem,Privada,False
280,2023,0.0,8.189225,6.5,9.5,6.7,0.0,7.52,8.28125,8.7125,4.0,14.0,2,0.14322500000000105,0.3000000000000007,-0.5999999999999996,1.3795000000000002,Fem,Privada,False
283,2022,-1.0,7.131,5.6,8.8,9.6,0.0,7.5,7.160000000000002,6.625,3.0,14.0,2,,,,,Masc,Pública,True
283,2023,-2.0,7.549025,6.8,9.5,8.3,0.0,7.52,7.03125,7.5025,3.0,15.0,3,0.4180250000000001,0.6999999999999993,1.2000000000000002,0.8775000000000004,Masc,Pública,True
285,2022,-3.0,5.063,2.8,4.1,9.2,0.0,7.5,6.129999999999996,5.75,3.0,16.0,2,,,,,Fem,Pública,True
286,2022,-2.0,5.424,3.0,5.8,7.1,0.0,6.3,6.990000000000007,5.625,3.0,15.0,0,,,,,Fem,Pública,True
286,2023,-1.0,5.713333333,4.7,7.5,,1.0,5.0,8.125,7.3375,4.0,16.0,1,0.2893333329999992,1.7000000000000002,1.7000000000000002,1.7125000000000004,Fem,Pública,True
287,2022,-4.0,3.7,1.1,3.4,7.9,0.0,5.0,4.015999999999997,4.292,3.0,17.0,0,,,,,Fem,Pública,True
29,2022,-1.0,4.985,3.7,4.0,,1.0,8.8,5.428000000000006,7.611,6.0,17.0,0,,,,,Masc,Pública,False
291,2022,0.0,8.122,8.0,8.2,8.3,0.0,6.9,8.035999999999994,7.792,3.0,13.0,0,,,,,Masc,Pública,False
291,2023,0.0,8.493058333,7.1,8.6,8.8,0.0,7.52,8.90625,9.21,4.0,14.0,1,0.3710583330000006,0.40000000000000036,-0.9000000000000004,1.418000000000001,Masc,Privada,False
