ida,ieg,ips,ipp,inde,em_risco
5.5,8.0595238095,7.51,6.25,7.3701047619,False
5.0,8.7857142855,2.51,5.625,6.153842857100001,True
9.0,8.5913312695,7.51,8.75,7.9604662539,True
8.5,8.388888889,7.51,8.4375,7.855727777800001,True
8.6,7.8,5.6,8.054000000000006,7.692,True
8.5,10.0,8.755,8.4375,8.335450000000002,True
8.75,9.230769231,8.13,8.4375,8.1861038462,True
8.5,9.5,8.13,8.4375,8.289950000000001,True
3.0,9.5,7.51,6.875,6.454700000000001,True
6.0,8.3636363635,7.51,8.125,7.353427272700001,True
7.0,6.5227272725,7.51,8.125,7.202245454500001,True
5.5,9.4444444445,7.51,8.125,7.8695888889,False
6.75,7.5,7.51,8.125,7.1807,True
4.0,7.380952381,5.01,6.25,6.552990476200001,False
6.0,9.0,5.635,5.625,7.2102,False
4.6,6.3,7.5,7.145999999999999,6.478,True
5.0,7.0018115945,7.51,5.625,6.8480623189,False
10.0,9.375,5.635,7.5,8.738700000000001,False
8.5,6.875,5.635,6.875,7.709200000000001,False
6.5,10.0,5.635,6.875,7.690800000000001,False
8.75,8.4166666665,7.51,6.875,7.570033333300001,True
6.5,9.7916666665,6.26,6.875,7.3700333333,True
6.5,6.6032608695,7.51,7.5,6.919852173900001,True
8.75,8.3804347825,7.51,7.5,8.427286956500001,False
9.5,10.0,7.51,7.5,8.6012,False
8.0,8.6304347825,6.26,7.5,8.052286956500001,False
7.3,8.9,5.0,7.576,7.056,True
6.0,6.3,2.52,6.40625,5.937025,True
6.833333333333333,7.582972583,5.005,4.791666667,6.576761183366667,True
9.0,8.722222222,7.51,7.5,8.0456444444,True
4.5,6.9782608695,7.51,6.875,6.4843521739,True
4.75,10.0,8.13,7.5,7.9632,False
6.75,8.8804347825,7.51,7.5,7.577286956500001,True
5.25,9.347826087,7.51,7.5,7.3707652174,True
8.25,10.0,7.51,7.5,8.101200000000002,True
9.75,9.6153846155,7.51,7.5,8.2742769231,True
5.5,10.0,8.13,6.875,7.8987,False
6.75,9.2857142855,8.13,7.5,7.6703428571,True
7.25,8.6842105265,3.755,5.9375,6.638292105300001,True
5.6,8.0,5.6,7.230000000000007,6.738,True
4.3,7.9,6.26,7.34375,6.784075,True
5.833333333333333,8.751803751666666,7.51,7.708333333,7.3860274169,True
8.0,8.784461152999999,4.385,7.1875,7.964342230600001,False
9.5,10.0,8.13,8.75,9.038200000000002,False
7.5,9.761904762,7.51,7.8125,7.834830952400001,True
8.5,9.2606516295,7.51,7.1875,8.3720803259,False
5.0,7.5689223055,7.51,6.25,6.221984461100001,True
8.0,10.0,4.385,6.875,7.7262,True
7.25,9.761904762,7.51,7.5,7.803580952400001,True
8.0,8.759398496,7.51,7.5,7.8030796992,True
5.0,8.214285713999999,6.88,7.5,7.015057142799999,True
10.0,9.7916666665,6.88,7.5,8.980533333299999,False
1.4,3.5,5.0,5.146000000000002,3.738,True
8.25,9.7916666665,5.005,7.5,8.4930333333,False
10.0,9.2916666665,7.51,7.5,8.8435333333,False
0.0,5.625,7.51,7.5,5.4262,True
5.0,7.5,3.755,7.5,7.2597,False
5.75,8.6944444445,7.51,8.125,7.503255555500002,True
7.75,10.0,7.51,7.8125,8.5997833334,False
6.5,10.0,7.51,8.125,7.8477,True
7.0,10.0,6.26,8.125,7.8280333334,True
8.0,9.555335968,7.51,8.125,7.989700527000001,True
6.0,9.7727272725,5.005,7.5,7.438578787899999,True
4.0,8.3,7.5,7.430000000000003,6.793,True
5.7,7.6,6.9,7.335999999999991,7.407,False
7.25,6.6501976285,7.51,7.5,7.622839525700001,False
10.0,8.888888889,7.51,7.8125,8.1188277778,True
7.25,9.5454545455,7.51,8.4375,8.588040909100002,False
8.75,9.3073593075,7.51,8.4375,8.257421861500001,True
7.5,9.090909091,7.51,8.4375,8.3971318182,False
8.75,8.6363636365,7.51,8.125,8.4749727273,False
7.5,8.8636363635,7.51,8.4375,7.8186772727,True
5.75,9.318181818,7.51,7.8125,7.546086363600001,True
6.75,8.409090909,7.51,8.4375,7.626768181800001,True
7.25,9.0909090905,7.51,8.4375,7.863131818100001,True
5.7,8.2,5.6,6.746000000000008,7.118,False
4.5,8.4,5.63,7.03125,6.719791667,True
6.25,8.1136363635,7.51,8.75,7.5319272727,True
2.75,9.5,6.26,8.4375,6.886950000000001,True
9.75,9.3073593075,7.51,8.75,9.2046718615,False
7.25,8.593073593,7.51,8.4375,7.747564718600001,True
8.5,9.2965367965,6.885,8.75,8.840007359300001,False
6.75,9.7727272725,6.26,7.291666667,7.3712454546,True
7.75,8.2765151515,7.51,7.916666667,7.375503030400001,True
9.0,9.337121212,7.51,6.25,7.7436242424,True
8.25,9.128787879,7.51,7.916666667,7.7352909091000015,True
7.5,10.0,7.51,8.958333333,8.7536999999,False
6.3,8.6,5.6,7.304000000000004,7.457,False
4.5,5.520833333500001,6.26,6.458333333,5.6558,True
7.5,6.777777778,7.51,6.875,7.126922222200001,True
4.75,7.5,7.51,8.125,7.0132,True
5.75,5.3125,7.51,7.8125,6.403450000000001,True
7.25,8.9444444445,7.51,7.8125,7.5543388889,True
7.0,6.7976190475,7.51,7.34375,6.8290988095000005,True
2.75,5.845238095,7.51,7.5,5.8367476190000005,True
8.0,10.0,7.51,8.90625,8.425325,True
8.0,8.8562091505,7.51,9.166666667,8.006108496800001,True
7.75,8.888888889,7.51,8.958333333,8.041811111100001,True
7.9,9.9,5.6,7.879999999999994,8.638,False
6.5,9.6,2.52,8.28125,7.794358333,False
2.6333333333333333,9.92,6.885,7.5,7.449366666666667,False
6.25,10.0,7.51,8.958333333,7.864033333300001,True
8.0,7.7432712215,7.51,7.96875,7.9147292443,True
9.5,10.0,7.51,9.21875,8.774075000000002,True
8.75,9.068322981,7.51,8.28125,8.1939895962,True
9.0,7.9813664595,6.26,9.53125,8.2775982919,True
7.5,7.833333333500001,7.51,7.1875,7.7196166667,False
8.0,8.674948240500001,7.51,8.28125,7.589914648100001,True
8.0,9.347826087,7.51,8.28125,7.982890217400001,True
7.0,9.0,7.51,8.90625,8.176825000000001,True
8.5,10.0,7.51,9.375,8.507700000000002,True
7.9,9.3,5.0,8.325999999999985,8.181,False
4.4,5.2,2.52,6.25,4.990333333,False
4.5,9.5445134575,7.51,8.75,7.469102691500001,True
8.5,9.109730849,7.51,9.375,8.961646169800002,False
7.25,8.674948240500001,7.51,7.5,7.135189648100001,True
6.75,7.5,6.26,7.708333333,6.921633333300001,True
6.0,5.277777778,7.51,7.708333333,6.610588888900001,True
7.25,9.5,7.51,7.916666667,7.842866666700001,True
0.0,6.6501976285,6.26,7.291666667,5.9004061924,False
5.25,9.7368421055,7.51,7.916666667,7.5402350878,True
6.0,9.5346320345,7.51,7.5,7.466126406900001,True
6.75,8.3333333335,7.51,7.96875,7.214341666700001,True
5.2,6.3,8.1,7.859999999999996,5.846,True
3.5,8.571428571,7.51,7.8125,7.405235714200002,False
6.0,8.8095238095,7.51,7.96875,7.560479761900002,True
7.75,10.0,7.51,7.916666667,8.6268666667,False
6.5,7.8214285715,6.25,7.5,7.1234857143,True
7.75,5.880952381,7.51,7.708333333,7.7042238095,False
3.5,7.777777778,7.51,7.708333333,6.6442555555,True
7.75,9.511904762,7.51,7.5,8.492914285800001,False
2.75,8.0357142855,7.51,7.291666667,6.0197761904,True
3.25,7.280701754500001,7.51,6.041666667,5.879073684200001,True
3.75,8.2976190475,7.51,7.5,6.665390476100001,True
7.9,9.2,7.5,8.053999999999997,7.947,True
7.9,9.5,5.0,8.4375,7.584483333,True
9.333333333333334,9.514316093333331,5.635,7.65625,8.134554885333333,True
3.25,7.460526316,7.51,6.875,6.784805263200001,False
2.75,9.273809524,7.51,7.5,6.871961904800001,True
6.5,10.0,7.51,8.125,7.6243666666,True
10.0,9.722222222,7.51,9.0625,9.074561111,False
6.25,7.794871795,7.51,9.0625,7.288424359,True
5.75,8.75,7.51,8.75,7.3344666666,True
7.5,7.380952381,7.51,8.75,8.213723809600001,False
9.25,9.022556391,7.51,8.75,8.836711278200001,False
7.0,8.972431078,7.51,8.4375,8.1281028822,False
4.75,9.4444444445,7.51,8.75,7.459755555500001,True
6.1,7.7,7.5,7.510000000000003,7.541,False
4.5,7.0,5.63,6.875,5.5425,True
6.166666666666667,9.277056277,7.51,7.5,7.400477922133334,True
5.0,6.35610766,6.26,6.875,5.967421532000001,True
7.5,7.195652174,7.51,7.65625,7.404455434800001,True
8.75,10.0,7.51,7.96875,8.773575000000001,False
5.25,8.4368530025,5.625,6.5625,6.689320600500001,True
7.5,7.960662526,5.625,6.71875,7.384207505200001,False
5.0,8.070175439,7.51,7.5,7.413901754400001,False
8.5,10.0,5.635,8.4375,8.80795,False
5.0,8.010869565,7.51,6.40625,7.0514989130000005,False
4.25,6.666666667,6.255,6.875,6.7210333334,False
4.25,6.1965811965,7.51,7.1875,6.615766239300001,False
5.3,7.9,10.0,7.923999999999998,7.894,False
5.5,8.875,7.51,7.1875,7.09445,True
4.75,8.782608695499999,7.51,6.875,6.860721739100001,True
0.0,5.0,7.51,7.5,5.2257,True
6.5,7.913043478500001,7.51,5.78125,7.311433695700001,False
7.0,10.0,6.26,7.5,7.754200000000001,True
5.0,7.7432712215,5.625,7.5,6.7386875777,True
5.75,5.431372549,6.26,7.916666667,6.865474509900001,False
8.25,9.5652173915,6.26,7.708333333,8.0267434782,True
3.5,7.111801242,7.51,7.5,6.7668935818000016,False
5.0,5.793478261000001,6.26,6.666666667,5.9842289855000015,True
5.0,6.5,7.5,6.280000000000001,6.323,True
4.7,4.2,2.52,7.5,5.622266667,True
3.8333333333333335,4.104378593666667,6.26,7.34375,5.7316173854,True
7.75,9.5652173915,6.26,6.666666667,7.3725768116,True
6.5,6.25,7.51,7.5,7.5072,False
8.0,8.8141025645,7.51,8.75,8.479020512900002,False
4.0,7.8468899525,7.51,7.1875,6.378661323900001,True
4.25,6.7794117645,7.51,7.5,5.8748823529,False
8.25,8.318181818,7.51,8.75,8.4845030302,False
4.25,5.714285714500001,7.51,7.8125,6.7799738095,False
2.0,5.0227272725,7.51,6.875,5.2423787879,False
7.0,7.840909091,7.51,8.125,7.147881818200001,True
6.5,9.25,6.885,8.125,7.914800000000001,False
7.3,10.0,7.5,7.346000000000004,7.783,True
6.9,6.3,6.9,7.053999999999991,6.962,True
3.5,8.3333333335,6.885,8.4375,7.360450000100002,False
5.0,10.0,7.51,8.4375,8.04495,False
5.25,7.628205128,7.51,7.8125,6.886091025600001,True
2.75,10.0,7.51,8.958333333,6.991699999900001,True
6.75,4.6136363635,5.63,5.833333333,6.057060605999999,True
3.75,7.5252525255,7.51,8.75,6.7199171717,True
3.5,8.3874458875,7.51,6.458333333,7.151855844200001,False
5.0,4.448051948,7.51,4.583333333,5.046077056300001,True
9.25,7.2294372295,7.51,7.5,8.1804207793,False
7.5,6.5151515155,7.51,6.666666667,7.560230303200001,False
8.3,7.5,6.9,7.413999999999996,7.563,True
7.9,7.8,7.52,8.59375,6.892541667,True
10.0,9.7727272725,7.51,9.583333333,9.4647454544,False
8.75,9.3271221535,7.51,8.4375,8.9217077641,False
5.5,10.0,7.51,7.8125,8.10445,False
3.75,7.5252525255,7.51,7.5,6.5509171717,True
5.5,7.979797980000001,7.51,7.1875,7.520576262600001,False
3.5,6.6666666665,6.255,6.875,5.832133333300001,True
4.666666666666667,5.404288499000001,9.38,7.96875,7.217066033133334,False
4.666666666666667,4.305555555666667,9.38,7.5,6.240744444466667,True
1.75,5.714285714333333,9.38,7.65625,5.721382142866666,True
4.833333333333333,5.560902255666666,8.755,7.96875,7.210222117800001,False
6.5,7.0,7.5,6.735999999999995,6.712,True
4.5,7.7,2.52,7.8125,6.30695,True
5.166666666666667,7.337719298333333,5.63,7.8125,6.5837938596,True
3.75,9.060606060666666,8.75,7.65625,7.0026462121333335,True
3.1666666666666665,6.157902555,2.51,6.09375,5.065788844333333,True
7.0,10.0,9.38,6.875,8.3261,False
8.166666666666666,9.283272283333334,8.755,8.90625,8.67371279,False
4.0,2.777777777666667,7.51,7.65625,5.5473805555333335,True
7.0,8.293650793666666,5.63,8.541666667,7.778263492033334,False
3.75,10.0,8.75,8.125,7.9798,False
8.0,10.0,7.51,7.96875,8.631675000000001,False
5.666666666666667,7.787878788,7.51,7.96875,7.622584090933335,False
5.5,7.435897436,7.51,8.125,6.710079487200001,True
6.6,8.2,5.0,7.434000000000003,7.535,False
6.4,7.4,2.52,8.125,7.289966667,False
0.0,0.0,6.5675,7.5,4.78185,False
2.833333333333333,2.5238095237666665,8.13,7.03125,4.6391535714200005,False
5.833333333333333,7.972686733666666,7.505,7.34375,7.0491790134,True
2.0,3.905723905333333,7.51,7.5,4.548544781066667,True
9.5,9.710144927666668,8.135,8.5,9.089828985533336,False
1.1666666666666667,9.666666666666666,8.135,8.0,7.188366666666667,False
5.833333333333333,5.103121516333333,7.51,7.125,7.109390969933334,False
7.0,8.722222222333334,8.135,7.875,7.653744444466668,True
8.666666666666666,8.33064949,8.135,8.125,8.176263231333333,True
7.166666666666667,7.935185184999999,8.13,7.916666667,7.9631703704333345,False
6.833333333333333,9.027777777666666,6.885,7.708333333,7.709588888900001,False
4.0,6.1,6.3,7.263999999999999,6.073,True
2.6666666666666665,5.0,7.51,7.125,5.696233333333334,True
8.166666666666666,8.633333333333333,6.88,8.25,8.337,False
3.1666666666666665,6.304873294333333,8.135,7.375,6.0886079922,True
5.0,8.076923077,7.51,7.25,6.754584615400001,True
5.833333333333333,8.674509804,6.885,6.625,6.905568627466667,True
8.166666666666666,6.210826211,8.13,6.25,7.296598575533334,False
4.666666666666667,6.374643874666667,8.75,7.5,6.900662108266667,False
6.666666666666667,6.467236467333334,8.13,7.5,6.748480626800001,True
4.833333333333333,5.242165242,7.51,7.5,6.482499715066667,False
4.166666666666667,7.441394335666668,7.51,7.1875,6.514862200466668,True
5.2,8.3,7.5,7.343999999999999,7.051,True
4.4,8.1,5.0,7.03125,6.318991667,True
4.333333333333333,5.222222222,7.51,7.03125,6.064236111066667,True
3.5,4.771043771,7.51,7.5,5.9717087542,True
3.1666666666666665,9.743589743666666,7.51,7.1875,7.443301282066667,False
4.333333333333333,9.003921568666668,7.51,8.333333333,7.641184313700001,False
4.0,9.629629629666669,8.76,7.291666667,6.941692592633334,True
3.0,10.0,6.255,8.125,7.4827333334,False
4.0,5.222222222333333,7.51,7.916666667,6.666811111166668,False
7.0,8.916666666666666,7.51,7.916666667,8.228500000033334,False
5.5,8.705360238666666,8.755,8.5,7.643772047733333,True
4.666666666666667,5.2929755216666665,6.885,8.375,6.330428437666668,True
4.4,8.3,9.4,8.186,7.357,True
8.166666666666666,9.206349206333334,5.635,8.5,8.4721031746,False
9.0,9.174603174666666,5.0,8.0,7.940220634933333,True
0.5,8.666666666666666,5.01,6.25,5.458833333333334,True
7.0,8.305555555666666,7.51,7.25,7.604211111133335,True
2.1666666666666665,4.942067736333334,6.885,5.75,5.0761468806000005,True
5.5,8.102240896333333,7.51,6.375,5.816448179266667,True
6.5,9.247219355666669,7.51,7.75,7.759243871133334,True
8.166666666666666,8.771043771,7.51,7.75,7.913942087533334,True
8.166666666666666,7.493464052333334,7.51,8.0,7.8003261438,True
2.1666666666666665,7.111111111333334,6.26,6.875,5.7191555556,True
7.7,10.0,6.3,7.385999999999999,8.317,False
6.8,9.9,2.52,8.59375,7.879008333,False
9.666666666666666,10.0,6.26,8.125,8.950566666733334,False
8.333333333333334,7.542087542,7.51,7.75,7.894084175066667,True
5.666666666666667,9.111111111333337,5.005,7.5,7.2484555556,True
7.5,9.841269841333334,7.51,7.65625,8.080345634866667,True
5.0,6.120448179333334,6.26,7.65625,6.743847969266667,True
7.333333333333333,8.399470899666667,7.51,7.8125,7.777244180000001,True
5.333333333333333,8.624338624,6.885,7.65625,7.318459391466667,True
6.666666666666667,9.523809523666666,5.635,6.40625,7.463620238066666,True
4.333333333333333,4.993386243333333,7.51,7.34375,6.305585581933334,True
7.333333333333333,6.761695906666667,7.51,7.5,7.880605848,False
7.166666666666667,9.090261887,5.635,8.5,7.894385710733333,True
6.6,9.8,5.6,7.969999999999997,7.302,True
6.0,9.0,2.52,8.28125,7.297425,False
4.0,7.796296296333334,6.26,6.875,6.855159259266667,False
6.166666666666667,9.049953314666666,7.51,7.875,7.790523996266667,True
6.333333333333333,7.834844760666667,6.26,7.083333333,6.9787022855,True
4.5,8.069444444333334,6.255,6.666666667,6.472788888966667,True
8.166666666666666,7.753623188333333,6.26,9.166666667,7.8197579711,True
5.5,9.153439153333332,7.51,7.8125,7.429837830666667,True
4.0,6.775210084333334,7.51,7.65625,6.730367016866668,True
5.666666666666667,6.128654970666666,5.01,6.875,6.555764327466668,True
3.75,10.0,7.51,7.8125,7.34055,True
4.0,8.640618640666666,7.51,7.5,7.303823728133333,False
2.5,6.259259259333334,7.51,7.5,5.260851851866667,True
4.7,8.1,5.6,7.484000000000002,6.49,True
6.3,8.1,2.52,8.125,6.805033333,True
8.666666666666666,8.267770876333332,7.51,10.0,8.1907875086,True
3.5,6.430976431,7.51,8.125,6.1707952862,True
5.5,6.854727398333334,7.51,8.125,6.812545479666667,True
6.5,4.868875086666667,6.26,9.0625,6.638525017333334,True
3.0,6.112836439,6.26,6.25,5.731267287800001,True
2.333333333333333,7.949735449666666,6.26,7.395833333,6.6599304233000005,False
3.333333333333333,10.0,7.51,8.229166667,7.261016666766667,True
2.833333333333333,8.412698412666666,7.51,8.125,6.7187063492,True
7.5,8.857142857,7.51,8.375,8.4656285714,False
6.5,9.666666666666666,7.51,7.75,7.6059333333333345,True
3.5,8.3,5.0,6.9539999999999935,6.112,True
5.3,7.2,5.6,7.860000000000005,6.746,True
5.0,8.3,2.52,8.125,6.598266667,True
5.666666666666667,7.416666666666667,6.26,7.34375,6.855108333266668,True
5.666666666666667,8.425925926,6.26,7.25,6.750618518533334,True
6.5,7.0,7.51,7.5,7.2431,True
7.166666666666667,8.782407407333332,7.51,7.34375,8.041889814800001,False
8.333333333333334,9.259259258999998,7.51,7.5,7.836518518466668,True
8.5,7.777777778,7.51,8.125,8.0118555556,True
2.5,5.0694444443333335,7.51,7.5,4.920488888866667,True
2.5,5.148148148,7.51,7.8125,5.8216796296,True
0.0,6.222222222333333,5.635,6.5625,4.899894444466667,True
5.0,7.199074074333335,7.51,6.40625,7.072539814866667,False
6.0,9.666666666666666,7.51,7.708333333,7.577233333233334,True
6.9,9.1,5.6,7.904,7.957,False
5.8,7.3,2.52,8.125,6.250166667,False
4.0,7.965686274666666,6.26,7.96875,7.258445588333334,False
5.166666666666667,7.753697970666667,7.51,7.291666667,6.702372927566668,True
4.5,8.361426442,7.51,7.5,6.4589186218000005,True
6.166666666666667,8.523809523666666,7.51,7.708333333,7.014528571366666,True
3.0,7.1428571430000005,7.51,7.291666667,6.085471428700001,True
6.5,6.574494949666668,7.51,7.5,6.787898989933334,True
8.333333333333334,9.833333333333334,7.51,7.5,8.417533333333333,False
6.166666666666667,8.436274509666667,7.51,7.1875,7.147738235266668,True
3.25,5.571428571333333,7.51,6.875,4.926285714266666,True
6.333333333333333,7.908496732000001,7.51,7.5,7.0487660130666665,True
4.25,9.259259259333334,7.51,7.5,7.393951851866667,False
5.5,8.5,7.5,6.865999999999994,7.215,False
5.166666666666667,6.666666666666667,7.51,7.5,6.652766666666667,True
8.333333333333334,10.0,6.26,8.333333333,8.107033333366667,True
9.666666666666666,10.0,7.51,8.333333333,8.429066666633334,True
6.0,8.518518518666667,6.26,7.8125,7.7609537037333345,False
7.5,9.460317460333334,7.51,7.8125,7.743213492066667,True
4.333333333333333,7.112887113,7.51,7.1875,6.888194089266667,False
7.333333333333333,9.696969697,7.51,8.28125,8.541085606066668,False
7.833333333333333,7.777777777666667,7.51,7.65625,7.481547222200001,True
5.833333333333333,8.509823509666667,7.51,6.875,7.500131368600001,False
7.25,8.645502645666667,7.51,7.1875,7.560550529133334,True
6.7,7.9,5.6,6.3700000000000045,6.797,True
7.333333333333333,9.833333333333334,7.51,8.25,8.583133333333334,False
7.166666666666667,10.0,7.51,8.5,8.186433333333333,True
6.666666666666667,10.0,7.51,7.75,8.389333333333335,False
6.5,7.3,5.6,6.844000000000001,6.776,True
5.8,8.2,2.52,6.875,5.638666667,True
5.666666666666667,8.084795321666666,6.26,6.25,6.837125731066667,True
7.6,9.8,5.6,8.130000000000006,8.063,False
7.3,9.2,2.52,8.125,7.583433333,False
8.5,9.431042884999998,7.51,7.96875,8.4627502436,False
8.1,9.0,6.3,7.746000000000004,8.253,False
8.1,8.9,6.26,8.4375,8.105583333,False
8.266666666666667,9.246,6.5725,7.5,8.243183333333334,False
7.9,9.7,5.6,7.314000000000007,7.798,True
7.9,9.9,5.0,7.96875,7.806141667,True
8.166666666666666,9.473684210666669,6.26,8.375,8.033470175466666,True
5.9,8.3,6.3,7.403999999999993,6.917,True
4.7,9.6,6.89,6.5625,6.483083333,False
3.2,5.1,6.3,6.605999999999996,5.159,True
7.8,10.0,7.5,7.195999999999989,8.068,True
4.9,9.2,5.6,6.385999999999994,7.007,False
7.2,8.9,2.52,6.875,7.062433333,True
8.0,8.5,5.635,7.604166667,7.646383333300001,True
5.5,6.8,7.5,7.460000000000004,6.581,True
5.2,7.2,5.0,7.1875,6.293083333,True
8.333333333333334,7.833333333333333,5.635,7.625,7.328933333333333,True
7.3,8.9,9.4,7.895999999999992,8.673,False
6.933333333333334,9.8,6.57,7.5,8.128766666666667,False
7.9,9.2,6.9,7.759999999999989,7.816,True
8.1,8.5,6.26,8.125,7.757466667,True
4.4,6.2,7.5,7.065999999999999,6.075,True
5.1,5.6,5.0,7.5,6.1242,True
5.9,9.2,5.6,6.734000000000009,6.75,True
4.8,9.2,2.52,7.1875,6.569516667,True
8.5,9.473684210666669,6.26,7.5,8.024136842133334,True
6.9,9.1,5.6,8.903999999999996,8.427,False
8.0,9.5,2.52,8.125,8.316833333,False
8.833333333333334,9.545454545333332,6.26,8.59375,8.828632575733334,False
6.8,8.8,4.4,6.823999999999986,7.424,False
6.3,8.8,4.4,8.734000000000002,7.025,False
5.9,8.7,2.52,7.65625,7.406658333,False
4.166666666666667,8.739177489333334,6.26,7.625,7.234168831200001,False
6.1,9.2,7.5,8.246000000000002,7.993,False
6.4,9.4,7.52,8.59375,8.437641667,False
8.166666666666666,9.407894737,9.38,8.75,8.932712280733334,False
9.0,8.7,6.3,5.510000000000002,7.226,True
8.1,8.3,6.3,8.870000000000005,8.442,False
8.0,9.4,2.52,8.4375,8.283216667,False
8.5,9.431818181666666,7.51,8.125,8.801463636333335,False
6.8,9.5,8.8,8.713999999999986,8.623,False
6.8,8.3,2.52,7.96875,7.671208333,False
4.333333333333333,8.737373737333334,6.26,7.625,7.439841414133334,False
4.1,8.0,7.5,7.664,6.328,True
3.8,8.8,7.5,7.499999999999991,7.3,False
7.7,9.7,2.52,7.96875,7.586241667,True
7.5,9.249011857666666,6.26,8.25,8.266902371533334,False
7.2,7.7,7.5,8.199999999999994,7.28,True
7.1,9.5,7.52,8.59375,8.430241667,False
8.166666666666666,8.696741854666667,6.26,7.96875,8.471456704266666,False
4.5,7.7,7.5,7.599999999999998,6.615,True
6.6,8.5,7.5,7.319999999999993,7.832,False
6.9,9.7,2.52,7.96875,7.817541667,False
7.166666666666667,9.640151515,6.26,8.125,8.325963636333334,False
5.8,8.9,7.5,7.745999999999995,7.928,False
6.9,9.9,2.52,7.96875,7.809875,False
7.833333333333333,9.537037037,5.635,8.4375,8.568424074066666,False
2.7,6.1,7.5,7.804000000000002,5.307,True
7.2,9.7,5.0,7.823999999999991,7.629,True
6.5,9.4,2.52,8.28125,7.727325,False
8.166666666666666,10.0,6.255,6.875,8.586533333333334,False
8.0,9.5,7.5,7.2499999999999964,7.665,True
7.8,9.4,5.63,7.75,7.710866667,True
6.3,6.9,8.8,6.950000000000003,7.335,False
5.7,9.5,2.52,7.65625,6.934158333,True
7.2,9.4,8.8,8.399999999999999,8.74,False
7.8,9.7,2.52,8.125,7.263666667,False
6.4,9.571,5.945,7.5,7.7887,False
2.7,3.6,7.5,6.003999999999996,4.932,True
6.5,6.2,5.0,7.1875,6.616016667,True
7.166666666666667,6.363636363666667,7.51,7.125,6.882960606066668,True
6.7,8.9,5.6,8.549999999999995,8.155,False
6.5,9.4,2.52,8.125,7.718566667,False
7.0,9.848484848333332,6.26,8.4375,8.465046969666668,False
3.2,6.2,5.0,6.349999999999993,4.265,True
6.3,9.2,5.0,8.869999999999996,8.017,False
6.0,9.2,2.52,8.4375,7.60205,False
7.833333333333333,9.682539682666668,6.26,7.96875,8.4690496032,False
5.1,9.1,7.5,8.890000000000011,8.124,False
6.2,9.0,2.52,8.28125,7.560991667,False
8.0,9.689754689666666,7.51,8.75,8.823550937933334,False
7.3,9.7,4.4,8.39599999999999,8.218,False
7.2,9.8,2.52,7.96875,7.967608333,False
8.333333333333334,9.848484848333332,6.26,7.96875,8.568238636333334,False
4.6,6.2,5.0,7.023999999999999,5.554,False
7.5,7.1,7.5,7.724000000000002,7.564,False
8.5,7.6,7.51,7.96875,7.892341667,True
7.166666666666667,7.554824561666667,6.88,8.125,7.419398245666667,True
6.8,5.2,6.3,7.893999999999997,7.055,False
7.8,10.0,6.3,7.016,7.535,True
5.5,5.6,4.4,7.716000000000003,5.705,True
4.3,4.5,2.52,7.5,5.661166667,True
6.5,7.3,7.5,7.696000000000005,7.078,True
5.4,5.2,4.4,7.575999999999992,5.201,True
5.9,7.9,2.52,7.96875,6.791641667,True
7.5,7.880952381,6.26,7.65625,7.3512154762,True
2.8,4.3,7.5,7.439999999999998,5.669,True
7.4,6.7,4.4,7.513999999999985,6.943,False
7.1,7.9,2.52,8.28125,7.557558333,False
7.5,6.827094474333333,6.26,7.125,7.838218894866668,False
4.1,3.8,7.5,6.153999999999993,5.372,True
6.6,7.6,4.38,7.03125,6.857625,True
5.0,8.8,7.5,7.275999999999998,7.101,False
5.8,4.8,7.5,6.743999999999994,4.936,True
6.1,7.1,7.5,7.435999999999998,6.667,True
6.0,4.8,5.6,5.289999999999995,4.499,True
3.8,9.2,7.5,6.850000000000005,6.945,True
3.4,5.1,7.5,6.0660000000000025,4.44,True
7.6,8.8,7.5,8.233999999999995,8.465,False
7.1,9.4,2.52,7.65625,8.024791667,False
7.0,9.379509379666668,7.51,7.25,8.283601875933334,False
6.2,8.4,7.5,7.463999999999986,7.268,True
3.5,8.7,7.5,6.923999999999992,7.209,False
4.3,6.1,7.5,5.149999999999997,4.87,True
7.8,5.8,7.5,7.236000000000002,7.172,False
6.9,6.6,2.52,7.96875,7.166475,False
5.666666666666667,6.455627705333334,6.26,8.0,7.045258874400002,False
7.0,8.5,7.5,7.453999999999992,7.502,False
7.1,8.5,7.5,7.786,7.397,True
5.6,8.6,2.52,8.4375,6.96965,True
7.833333333333333,8.917748917666666,6.26,7.125,7.4209164502,True
4.0,7.3,7.5,7.349999999999994,6.1,True
6.7,6.7,2.52,7.96875,5.811541667,True
3.5,6.9,7.5,7.069999999999999,5.942,True
6.7,7.4,8.1,7.473999999999989,7.474,True
6.5,8.1,7.5,7.913999999999994,7.028,False
6.1,7.6,2.52,7.1875,7.102016667,False
6.833333333333333,8.198051948,6.26,7.25,7.6987770562666675,False
5.2,8.5,7.5,7.42,6.892,True
5.0,9.0,5.0,7.1875,6.959916667,True
6.2,4.6,7.5,5.005999999999995,5.604,True
3.1,4.6,7.5,5.594000000000001,4.966,False
3.8,4.5,7.52,7.5,5.089833333,True
2.6,4.3,7.5,6.060000000000008,5.671,False
5.0,5.3,7.5,6.363999999999992,5.918,True
6.8,6.1,7.5,7.274000000000003,6.549,True
3.3,6.4,7.5,6.943999999999999,6.471,False
6.9,7.5,5.63,8.28125,7.722125,False
6.5,8.097577276666668,9.38,7.5,8.074015455333335,False
